naics_code,naics_title,name
45511,Department Stores,DepartmentStores
45521,Warehouse Clubs and Supercenters,WarehouseClubsAndSupercenters
45611,Pharmacies and Drug Retailers,PharmaciesAndDrugRetailers
45612,"Cosmetics, Beauty Supplies, and Perfume Retailers",CosmeticsBeautySuppliesAndPerfumeRetailers
45613,Optical Goods Retailers,OpticalGoodsRetailers
45619,Other Health and Personal Care Retailers,OtherHealthAndPersonalCareRetailers
45711,Gasoline Stations with Convenience Stores,GasolineStationsWithConvenienceStores
45712,Other Gasoline Stations,OtherGasolineStations
45721,Fuel Dealers,FuelDealers
45811,Clothing and Clothing Accessories Retailers,ClothingAndClothingAccessoriesRetailers
45821,Shoe Retailers,ShoeRetailers
45831,Jewelry Retailers,JewelryRetailers
45832,Luggage and Leather Goods Retailers,LuggageAndLeatherGoodsRetailers
45911,Sporting Goods Retailers,SportingGoodsRetailers
45912,"Hobby, Toy, and Game Retailers",HobbyToyAndGameRetailers
45913,"Sewing, Needlework, and Piece Goods Retailers",SewingNeedleworkAndPieceGoodsRetailers
45914,Musical Instrument and Supplies Retailers,MusicalInstrumentAndSuppliesRetailers
45921,Book Retailers and News Dealers,BookRetailersAndNewsDealers
45931,Florists,Florists
45941,Office Supplies and Stationery Retailers,OfficeSuppliesAndStationeryRetailers
45942,"Gift, Novelty, and Souvenir Retailers",GiftNoveltyAndSouvenirRetailers
45951,Used Merchandise Retailers,UsedMerchandiseRetailers
45991,Pet and Pet Supplies Retailers,PetAndPetSuppliesRetailers
45992,Art Dealers,ArtDealers
45993,Manufactured (Mobile) Home Dealers,ManufacturedMobileHomeDealers
45999,All Other Miscellaneous Retailers,AllOtherMiscellaneousRetailers
48111,Scheduled Air Transportation,ScheduledAirTransportation
48121,Nonscheduled Air Transportation,NonscheduledAirTransportation
48211,Rail Transportation,RailTransportation
48311,"Deep Sea, Coastal, and Great Lakes Water Transportation",DeepSeaCoastalAndGreatLakesWaterTransportation
48321,Inland Water Transportation,InlandWaterTransportation
48411,"General Freight Trucking, Local",GeneralFreightTruckingLocal
48412,"General Freight Trucking, Long-Distance",GeneralFreightTruckingLongdistance
48421,Used Household and Office Goods Moving,UsedHouseholdAndOfficeGoodsMoving
48422,"Specialized Freight (except Used Goods) Trucking, Local",SpecializedFreightExceptUsedGoodsTruckingLocal
48423,"Specialized Freight (except Used Goods) Trucking, Long-Distance",SpecializedFreightExceptUsedGoodsTruckingLongdistance
48511,Urban Transit Systems,UrbanTransitSystems
48521,Interurban and Rural Bus Transportation,InterurbanAndRuralBusTransportation
48531,Taxi Service,TaxiService
48532,Limousine Service,LimousineService
48541,School and Employee Bus Transportation,SchoolAndEmployeeBusTransportation
48551,Charter Bus Industry,CharterBusIndustry
48599,Other Transit and Ground Passenger Transportation,OtherTransitAndGroundPassengerTransportation
48611,Pipeline Transportation of Crude Oil,PipelineTransportationOfCrudeOil
48621,Pipeline Transportation of Natural Gas,PipelineTransportationOfNaturalGas
48691,Pipeline Transportation of Refined Petroleum Products,PipelineTransportationOfRefinedPetroleumProducts
48699,All Other Pipeline Transportation,AllOtherPipelineTransportation
48711,"Scenic and Sightseeing Transportation, Land",ScenicAndSightseeingTransportationLand
48721,"Scenic and Sightseeing Transportation, Water",ScenicAndSightseeingTransportationWater
48799,"Scenic and Sightseeing Transportation, Other",ScenicAndSightseeingTransportationOther
48811,Airport Operations,AirportOperations
48819,Other Support Activities for Air Transportation,OtherSupportActivitiesForAirTransportation
48821,Support Activities for Rail Transportation,SupportActivitiesForRailTransportation
48831,Port and Harbor Operations,PortAndHarborOperations
48832,Marine Cargo Handling,MarineCargoHandling
48833,Navigational Services to Shipping,NavigationalServicesToShipping
48839,Other Support Activities for Water Transportation,OtherSupportActivitiesForWaterTransportation
48841,Motor Vehicle Towing,MotorVehicleTowing
48849,Other Support Activities for Road Transportation,OtherSupportActivitiesForRoadTransportation
48851,Freight Transportation Arrangement,FreightTransportationArrangement
48899,Other Support Activities for Transportation,OtherSupportActivitiesForTransportation
49111,Postal Service,PostalService
49211,Couriers and Express Delivery Services,CouriersAndExpressDeliveryServices
49221,Local Messengers and Local Delivery,LocalMessengersAndLocalDelivery
49311,General Warehousing and Storage,GeneralWarehousingAndStorage
49312,Refrigerated Warehousing and Storage,RefrigeratedWarehousingAndStorage
49313,Farm Product Warehousing and Storage,FarmProductWarehousingAndStorage
49319,Other Warehousing and Storage,OtherWarehousingAndStorage
51211,Motion Picture and Video Production,MotionPictureAndVideoProduction
51212,Motion Picture and Video Distribution,MotionPictureAndVideoDistribution
51213,Motion Picture and Video Exhibition,MotionPictureAndVideoExhibition
51219,Postproduction Services and Other Motion Picture and Video Industries,PostproductionServicesAndOtherMotionPictureAndVideoIndustries
51223,Music Publishers,MusicPublishers
51224,Sound Recording Studios,SoundRecordingStudios
51225,Record Production and Distribution,RecordProductionAndDistribution
51229,Other Sound Recording Industries,OtherSoundRecordingIndustries
51311,Newspaper Publishers,NewspaperPublishers
51312,Periodical Publishers,PeriodicalPublishers
51313,Book Publishers,BookPublishers
51314,Directory and Mailing List Publishers,DirectoryAndMailingListPublishers
51319,Other Publishers,OtherPublishers
51321,Software Publishers,SoftwarePublishers
51611,Radio Broadcasting,RadioBroadcasting
51612,Television Broadcasting,TelevisionBroadcasting
51621,Cable and Other Subscription Programming,CableAndOtherSubscriptionProgramming
51711,Wired and Wireless Telecommunications Carriers,WiredAndWirelessTelecommunicationsCarriers
51712,Telecommunications Resellers and Agents for Wireless Telecommunication Services,TelecommunicationsResellersAndAgentsForWirelessTelecommunicationServices
51741,Satellite Telecommunications,SatelliteTelecommunications
51781,Other Telecommunications,OtherTelecommunications
51821,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",ComputingInfrastructureProvidersDataProcessingWebHostingAndRelatedServices
51921,Libraries and Archives,LibrariesAndArchives
51929,Web Search Portals and All Other Information Services,WebSearchPortalsAndAllOtherInformationServices
52111,Monetary Authorities-Central Bank,MonetaryAuthoritiesCentralBank
52211,Commercial Banking,CommercialBanking
52213,Credit Unions,CreditUnions
52218,Savings Institutions and Other Depository Credit Intermediation,SavingsInstitutionsAndOtherDepositoryCreditIntermediation
52221,Credit Card Issuing,CreditCardIssuing
52222,Sales Financing,SalesFinancing
52229,Other Nondepository Credit Intermediation,OtherNondepositoryCreditIntermediation
52231,Mortgage and Nonmortgage Loan Brokers,MortgageAndNonmortgageLoanBrokers
52232,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",FinancialTransactionsProcessingReserveAndClearinghouseActivities
52239,Other Activities Related to Credit Intermediation,OtherActivitiesRelatedToCreditIntermediation
52315,Investment Banking and Securities Dealing,InvestmentBankingAndSecuritiesDealing
52316,Commodity Contracts Intermediation,CommodityContractsIntermediation
52321,Securities and Commodity Exchanges,SecuritiesAndCommodityExchanges
52391,Miscellaneous Intermediation,MiscellaneousIntermediation
52394,Portfolio Management,PortfolioManagement
52399,All Other Financial Investment Activities,AllOtherFinancialInvestmentActivities
52411,"Direct Life, Health, and Medical Insurance Carriers",DirectLifeHealthAndMedicalInsuranceCarriers
52412,"Direct Insurance (except Life, Health, and Medical) Carriers",DirectInsuranceExceptLifeHealthAndMedicalCarriers
52413,Reinsurance Carriers,ReinsuranceCarriers
52421,Insurance Agencies and Brokerages,InsuranceAgenciesAndBrokerages
52429,Other Insurance Related Activities,OtherInsuranceRelatedActivities
52511,Pension Funds,PensionFunds
52512,Health and Welfare Funds,HealthAndWelfareFunds
52519,Other Insurance Funds,OtherInsuranceFunds
52591,Open-End Investment Funds,OpenEndInvestmentFunds
52592,"Trusts, Estates, and Agency Accounts",TrustsEstatesAndAgencyAccounts
52599,Other Financial Vehicles,OtherFinancialVehicles
53111,Lessors of Residential Buildings and Dwellings,LessorsOfResidentialBuildingsAndDwellings
53112,Lessors of Nonresidential Buildings (except Miniwarehouses),LessorsOfNonresidentialBuildingsExceptMiniwarehouses
53113,Lessors of Miniwarehouses and Self-Storage Units,LessorsOfMiniwarehousesAndSelfStorageUnits
53119,Lessors of Other Real Estate Property,LessorsOfOtherRealEstateProperty
53121,Offices of Real Estate Agents and Brokers,OfficesOfRealEstateAgentsAndBrokers
53131,Real Estate Property Managers,RealEstatePropertyManagers
53132,Offices of Real Estate Appraisers,OfficesOfRealEstateAppraisers
53139,Other Activities Related to Real Estate,OtherActivitiesRelatedToRealEstate
53211,Passenger Car Rental and Leasing,PassengerCarRentalAndLeasing
53212,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",TruckUtilityTrailerAndRvRecreationalVehicleRentalAndLeasing
53221,Consumer Electronics and Appliances Rental,ConsumerElectronicsAndAppliancesRental
53228,Other Consumer Goods Rental,OtherConsumerGoodsRental
53231,General Rental Centers,GeneralRentalCenters
53241,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing",ConstructionTransportationMiningAndForestryMachineryAndEquipmentRentalAndLeasing
53242,Office Machinery and Equipment Rental and Leasing,OfficeMachineryAndEquipmentRentalAndLeasing
53249,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,OtherCommercialAndIndustrialMachineryAndEquipmentRentalAndLeasing
53311,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),LessorsOfNonfinancialIntangibleAssetsExceptCopyrightedWorks
54111,Offices of Lawyers,OfficesOfLawyers
54112,Offices of Notaries,OfficesOfNotaries
54119,Other Legal Services,OtherLegalServices
54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",AccountingTaxPreparationBookkeepingAndPayrollServices
54131,Architectural Services,ArchitecturalServices
54132,Landscape Architectural Services,LandscapeArchitecturalServices
54133,Engineering Services,EngineeringServices
54134,Drafting Services,DraftingServices
54135,Building Inspection Services,BuildingInspectionServices
54136,Geophysical Surveying and Mapping Services,GeophysicalSurveyingAndMappingServices
54137,Surveying and Mapping (except Geophysical) Services,SurveyingAndMappingExceptGeophysicalServices
54138,Testing Laboratories,TestingLaboratories
54141,Interior Design Services,InteriorDesignServices
54142,Industrial Design Services,IndustrialDesignServices
54143,Graphic Design Services,GraphicDesignServices
54149,Other Specialized Design Services,OtherSpecializedDesignServices
54151,Computer Systems Design and Related Services,ComputerSystemsDesignAndRelatedServices
54161,Management Consulting Services,ManagementConsultingServices
54162,Environmental Consulting Services,EnvironmentalConsultingServices
54169,Other Scientific and Technical Consulting Services,OtherScientificAndTechnicalConsultingServices
54171,"Research and Development in the Physical, Engineering, and Life Sciences",ResearchAndDevelopmentInThePhysicalEngineeringAndLifeSciences
54172,Research and Development in the Social Sciences and Humanities,ResearchAndDevelopmentInTheSocialSciencesAndHumanities
54181,Advertising Agencies,AdvertisingAgencies
54182,Public Relations Agencies,PublicRelationsAgencies
54183,Media Buying Agencies,MediaBuyingAgencies
54184,Media Representatives,MediaRepresentatives
54185,Indoor and Outdoor Display Advertising,IndoorAndOutdoorDisplayAdvertising
54186,Direct Mail Advertising,DirectMailAdvertising
54187,Advertising Material Distribution Services,AdvertisingMaterialDistributionServices
54189,Other Services Related to Advertising,OtherServicesRelatedToAdvertising
54191,Marketing Research and Public Opinion Polling,MarketingResearchAndPublicOpinionPolling
54192,Photographic Services,PhotographicServices
54193,Translation and Interpretation Services,TranslationAndInterpretationServices
54194,Veterinary Services,VeterinaryServices
54199,"All Other Professional, Scientific, and Technical Services",AllOtherProfessionalScientificAndTechnicalServices
55111,Management of Companies and Enterprises,ManagementOfCompaniesAndEnterprises
56111,Office Administrative Services,OfficeAdministrativeServices
56121,Facilities Support Services,FacilitiesSupportServices
56131,Employment Placement Agencies and Executive Search Services,EmploymentPlacementAgenciesAndExecutiveSearchServices
56132,Temporary Help Services,TemporaryHelpServices
56133,Professional Employer Organizations,ProfessionalEmployerOrganizations
56141,Document Preparation Services,DocumentPreparationServices
56142,Telephone Call Centers,TelephoneCallCenters
56143,Business Service Centers,BusinessServiceCenters
56144,Collection Agencies,CollectionAgencies
56145,Credit Bureaus,CreditBureaus
56149,Other Business Support Services,OtherBusinessSupportServices
56151,Travel Agencies,TravelAgencies
56152,Tour Operators,TourOperators
56159,Other Travel Arrangement and Reservation Services,OtherTravelArrangementAndReservationServices
56161,"Investigation, Guard, and Armored Car Services",InvestigationGuardAndArmoredCarServices
56162,Security Systems Services,SecuritySystemsServices
56171,Exterminating and Pest Control Services,ExterminatingAndPestControlServices
56172,Janitorial Services,JanitorialServices
56173,Landscaping Services,LandscapingServices
56174,Carpet and Upholstery Cleaning Services,CarpetAndUpholsteryCleaningServices
56179,Other Services to Buildings and Dwellings,OtherServicesToBuildingsAndDwellings
56191,Packaging and Labeling Services,PackagingAndLabelingServices
56192,Convention and Trade Show Organizers,ConventionAndTradeShowOrganizers
56199,All Other Support Services,AllOtherSupportServices
56211,Waste Collection,WasteCollection
56221,Waste Treatment and Disposal,WasteTreatmentAndDisposal
56291,Remediation Services,RemediationServices
56292,Materials Recovery Facilities,MaterialsRecoveryFacilities
56299,All Other Waste Management Services,AllOtherWasteManagementServices
61111,Elementary and Secondary Schools,ElementaryAndSecondarySchools
61121,Junior Colleges,JuniorColleges
61131,"Colleges, Universities, and Professional Schools",CollegesUniversitiesAndProfessionalSchools
61141,Business and Secretarial Schools,BusinessAndSecretarialSchools
61142,Computer Training,ComputerTraining
61143,Professional and Management Development Training,ProfessionalAndManagementDevelopmentTraining
61151,Technical and Trade Schools,TechnicalAndTradeSchools
61161,Fine Arts Schools,FineArtsSchools
61162,Sports and Recreation Instruction,SportsAndRecreationInstruction
61163,Language Schools,LanguageSchools
61169,All Other Schools and Instruction,AllOtherSchoolsAndInstruction
61171,Educational Support Services,EducationalSupportServices
62111,Offices of Physicians,OfficesOfPhysicians
62121,Offices of Dentists,OfficesOfDentists
62131,Offices of Chiropractors,OfficesOfChiropractors
62132,Offices of Optometrists,OfficesOfOptometrists
62133,Offices of Mental Health Practitioners (except Physicians),OfficesOfMentalHealthPractitionersExceptPhysicians
62134,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",OfficesOfPhysicalOccupationalAndSpeechTherapistsAndAudiologists
62139,Offices of All Other Health Practitioners,OfficesOfAllOtherHealthPractitioners
62141,Family Planning Centers,FamilyPlanningCenters
62142,Outpatient Mental Health and Substance Abuse Centers,OutpatientMentalHealthAndSubstanceAbuseCenters
62149,Other Outpatient Care Centers,OtherOutpatientCareCenters
62151,Medical and Diagnostic Laboratories,MedicalAndDiagnosticLaboratories
62161,Home Health Care Services,HomeHealthCareServices
62191,Ambulance Services,AmbulanceServices
62199,All Other Ambulatory Health Care Services,AllOtherAmbulatoryHealthCareServices
62211,General Medical and Surgical Hospitals,GeneralMedicalAndSurgicalHospitals
62221,Psychiatric and Substance Abuse Hospitals,PsychiatricAndSubstanceAbuseHospitals
62231,Specialty (except Psychiatric and Substance Abuse) Hospitals,SpecialtyExceptPsychiatricAndSubstanceAbuseHospitals
62311,Nursing Care Facilities (Skilled Nursing Facilities),NursingCareFacilitiesSkilledNursingFacilities
62321,Residential Intellectual and Developmental Disability Facilities,ResidentialIntellectualAndDevelopmentalDisabilityFacilities
62322,Residential Mental Health and Substance Abuse Facilities,ResidentialMentalHealthAndSubstanceAbuseFacilities
62331,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,ContinuingCareRetirementCommunitiesAndAssistedLivingFacilitiesForTheElderly
62399,Other Residential Care Facilities,OtherResidentialCareFacilities
62411,Child and Youth Services,ChildAndYouthServices
62412,Services for the Elderly and Persons with Disabilities,ServicesForTheElderlyAndPersonsWithDisabilities
62419,Other Individual and Family Services,OtherIndividualAndFamilyServices
62421,Community Food Services,CommunityFoodServices
62422,Community Housing Services,CommunityHousingServices
62423,Emergency and Other Relief Services,EmergencyAndOtherReliefServices
62431,Vocational Rehabilitation Services,VocationalRehabilitationServices
62441,Child Day Care Services,ChildDayCareServices
71111,Theater Companies and Dinner Theaters,TheaterCompaniesAndDinnerTheaters
71112,Dance Companies,DanceCompanies
71113,Musical Groups and Artists,MusicalGroupsAndArtists
71119,Other Performing Arts Companies,OtherPerformingArtsCompanies
71121,Spectator Sports,SpectatorSports
71131,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",PromotersOfPerformingArtsSportsAndSimilarEventsWithFacilities
71132,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",PromotersOfPerformingArtsSportsAndSimilarEventsWithoutFacilities
71141,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",AgentsAndManagersForArtistsAthletesEntertainersAndOtherPublicFigures
71151,"Independent Artists, Writers, and Performers",IndependentArtistsWritersAndPerformers
71211,Museums,Museums
71212,Historical Sites,HistoricalSites
71213,Zoos and Botanical Gardens,ZoosAndBotanicalGardens
71219,Nature Parks and Other Similar Institutions,NatureParksAndOtherSimilarInstitutions
71311,Amusement and Theme Parks,AmusementAndThemeParks
71312,Amusement Arcades,AmusementArcades
71321,Casinos (except Casino Hotels),CasinosExceptCasinoHotels
71329,Other Gambling Industries,OtherGamblingIndustries
71391,Golf Courses and Country Clubs,GolfCoursesAndCountryClubs
71392,Skiing Facilities,SkiingFacilities
71393,Marinas,Marinas
71394,Fitness and Recreational Sports Centers,FitnessAndRecreationalSportsCenters
71395,Bowling Centers,BowlingCenters
71399,All Other Amusement and Recreation Industries,AllOtherAmusementAndRecreationIndustries
72111,Hotels (except Casino Hotels) and Motels,HotelsExceptCasinoHotelsAndMotels
72112,Casino Hotels,CasinoHotels
72119,Other Traveler Accommodation,OtherTravelerAccommodation
72121,RV (Recreational Vehicle) Parks and Recreational Camps,RvRecreationalVehicleParksAndRecreationalCamps
72131,Rooming and Boarding Houses,RoomingAndBoardingHouses
72231,Food Service Contractors,FoodServiceContractors
72232,Caterers,Caterers
72233,Mobile Food Services,MobileFoodServices
72241,Drinking Places (Alcoholic Beverages),DrinkingPlacesAlcoholicBeverages
72251,Restaurants and Other Eating Places,RestaurantsAndOtherEatingPlaces
81111,Automotive Mechanical and Electrical Repair and Maintenance,AutomotiveMechanicalAndElectricalRepairAndMaintenance
81112,"Automotive Body, Paint, Interior, and Glass Repair",AutomotiveBodyPaintInteriorAndGlassRepair
81119,Other Automotive Repair and Maintenance,OtherAutomotiveRepairAndMaintenance
81121,Electronic and Precision Equipment Repair and Maintenance,ElectronicAndPrecisionEquipmentRepairAndMaintenance
81131,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,CommercialAndIndustrialMachineryAndEquipmentExceptAutomotiveAndElectronicRepairAndMaintenance
81141,Home and Garden Equipment and Appliance Repair and Maintenance,HomeAndGardenEquipmentAndApplianceRepairAndMaintenance
81142,Reupholstery and Furniture Repair,ReupholsteryAndFurnitureRepair
81143,Footwear and Leather Goods Repair,FootwearAndLeatherGoodsRepair
81149,Other Personal and Household Goods Repair and Maintenance,OtherPersonalAndHouseholdGoodsRepairAndMaintenance
81211,"Hair, Nail, and Skin Care Services",HairNailAndSkinCareServices
81219,Other Personal Care Services,OtherPersonalCareServices
81221,Funeral Homes and Funeral Services,FuneralHomesAndFuneralServices
81222,Cemeteries and Crematories,CemeteriesAndCrematories
81231,Coin-Operated Laundries and Drycleaners,CoinOperatedLaundriesAndDrycleaners
81232,Drycleaning and Laundry Services (except Coin-Operated),DrycleaningAndLaundryServicesExceptCoinOperated
81233,Linen and Uniform Supply,LinenAndUniformSupply
81291,Pet Care (except Veterinary) Services,PetCareExceptVeterinaryServices
81292,Photofinishing,Photofinishing
81293,Parking Lots and Garages,ParkingLotsAndGarages
81299,All Other Personal Services,AllOtherPersonalServices
81311,Religious Organizations,ReligiousOrganizations
81321,Grantmaking and Giving Services,GrantmakingAndGivingServices
81331,Social Advocacy Organizations,SocialAdvocacyOrganizations
81341,Civic and Social Organizations,CivicAndSocialOrganizations
81391,Business Associations,BusinessAssociations
81392,Professional Organizations,ProfessionalOrganizations
81393,Labor Unions and Similar Labor Organizations,LaborUnionsAndSimilarLaborOrganizations
81394,Political Organizations,PoliticalOrganizations
81399,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",OtherSimilarOrganizationsExceptBusinessProfessionalLaborAndPoliticalOrganizations
81411,Private Households,PrivateHouseholds
92111,Executive Offices,ExecutiveOffices
92112,Legislative Bodies,LegislativeBodies
92113,Public Finance Activities,PublicFinanceActivities
92114,"Executive and Legislative Offices, Combined",ExecutiveAndLegislativeOfficesCombined
92115,American Indian and Alaska Native Tribal Governments,AmericanIndianAndAlaskaNativeTribalGovernments
92119,Other General Government Support,OtherGeneralGovernmentSupport
92211,Courts,Courts
92212,Police Protection,PoliceProtection
92213,Legal Counsel and Prosecution,LegalCounselAndProsecution
92214,Correctional Institutions,CorrectionalInstitutions
92215,Parole Offices and Probation Offices,ParoleOfficesAndProbationOffices
92216,Fire Protection,FireProtection
92219,"Other Justice, Public Order, and Safety Activities",OtherJusticePublicOrderAndSafetyActivities
92311,Administration of Education Programs,AdministrationOfEducationPrograms
92312,Administration of Public Health Programs,AdministrationOfPublicHealthPrograms
92313,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",AdministrationOfHumanResourceProgramsExceptEducationPublicHealthAndVeteransAffairsPrograms
92314,Administration of Veterans' Affairs,AdministrationOfVeteransAffairs
92411,Administration of Air and Water Resource and Solid Waste Management Programs,AdministrationOfAirAndWaterResourceAndSolidWasteManagementPrograms
92412,Administration of Conservation Programs,AdministrationOfConservationPrograms
92511,Administration of Housing Programs,AdministrationOfHousingPrograms
92512,Administration of Urban Planning and Community and Rural Development,AdministrationOfUrbanPlanningAndCommunityAndRuralDevelopment
92611,Administration of General Economic Programs,AdministrationOfGeneralEconomicPrograms
92612,Regulation and Administration of Transportation Programs,RegulationAndAdministrationOfTransportationPrograms
92613,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",RegulationAndAdministrationOfCommunicationsElectricGasAndOtherUtilities
92614,Regulation of Agricultural Marketing and Commodities,RegulationOfAgriculturalMarketingAndCommodities
92615,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",RegulationLicensingAndInspectionOfMiscellaneousCommercialSectors
92711,Space Research and Technology,SpaceResearchAndTechnology
92811,National Security,NationalSecurity
92812,International Affairs,InternationalAffairs
