naics_code,naics_title,name
7121,"Museums, Historical Sites, and Similar Institutions",MuseumsHistoricalSitesAndSimilarInstitutions
7131,Amusement Parks and Arcades,AmusementParksAndArcades
7132,Gambling Industries,GamblingIndustries
7139,Other Amusement and Recreation Industries,OtherAmusementAndRecreationIndustries
7211,Traveler Accommodation,TravelerAccommodation
7212,RV (Recreational Vehicle) Parks and Recreational Camps,RvRecreationalVehicleParksAndRecreationalCamps
7213,Rooming and Boarding Houses,RoomingAndBoardingHouses
7223,Special Food Services,SpecialFoodServices
7224,Drinking Places (Alcoholic Beverages),DrinkingPlacesAlcoholicBeverages
7225,Restaurants and Other Eating Places,RestaurantsAndOtherEatingPlaces
8111,Automotive Repair and Maintenance,AutomotiveRepairAndMaintenance
8112,Electronic and Precision Equipment Repair and Maintenance,ElectronicAndPrecisionEquipmentRepairAndMaintenance
8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,CommercialAndIndustrialMachineryAndEquipmentExceptAutomotiveAndElectronicRepairAndMaintenance
8114,Personal and Household Goods Repair and Maintenance,PersonalAndHouseholdGoodsRepairAndMaintenance
8121,Personal Care Services,PersonalCareServices
8122,Death Care Services,DeathCareServices
8123,Drycleaning and Laundry Services,DrycleaningAndLaundryServices
8129,Other Personal Services,OtherPersonalServices
8131,Religious Organizations,ReligiousOrganizations
8132,Grantmaking and Giving Services,GrantmakingAndGivingServices
8133,Social Advocacy Organizations,SocialAdvocacyOrganizations
8134,Civic and Social Organizations,CivicAndSocialOrganizations
8139,"Business, Professional, Labor, Political, and Similar Organizations",BusinessProfessionalLaborPoliticalAndSimilarOrganizations
8141,Private Households,PrivateHouseholds
9211,"Executive, Legislative, and Other General Government Support",ExecutiveLegislativeAndOtherGeneralGovernmentSupport
9221,"Justice, Public Order, and Safety Activities",JusticePublicOrderAndSafetyActivities
9231,Administration of Human Resource Programs,AdministrationOfHumanResourcePrograms
9241,Administration of Environmental Quality Programs,AdministrationOfEnvironmentalQualityPrograms
9251,"Administration of Housing Programs, Urban Planning, and Community Development",AdministrationOfHousingProgramsUrbanPlanningAndCommunityDevelopment
9261,Administration of Economic Programs,AdministrationOfEconomicPrograms
9271,Space Research and Technology,SpaceResearchAndTechnology
9281,National Security and International Affairs,NationalSecurityAndInternationalAffairs
9999,Unclassified Establishments,UnclassifiedEstablishments
11111,Soybean Farming,SoybeanFarming
11112,Oilseed (except Soybean) Farming,OilseedExceptSoybeanFarming
11113,Dry Pea and Bean Farming,DryPeaAndBeanFarming
11114,Wheat Farming,WheatFarming
11115,Corn Farming,CornFarming
11116,Rice Farming,RiceFarming
11119,Other Grain Farming,OtherGrainFarming
11121,Vegetable and Melon Farming,VegetableAndMelonFarming
11131,Orange Groves,OrangeGroves
11132,Citrus (except Orange) Groves,CitrusExceptOrangeGroves
11133,Noncitrus Fruit and Tree Nut Farming,NoncitrusFruitAndTreeNutFarming
11141,Food Crops Grown Under Cover,FoodCropsGrownUnderCover
11142,Nursery and Floriculture Production,NurseryAndFloricultureProduction
11191,Tobacco Farming,TobaccoFarming
11192,Cotton Farming,CottonFarming
11193,Sugarcane Farming,SugarcaneFarming
11194,Hay Farming,HayFarming
11199,All Other Crop Farming,AllOtherCropFarming
11211,"Beef Cattle Ranching and Farming, including Feedlots",BeefCattleRanchingAndFarmingIncludingFeedlots
11212,Dairy Cattle and Milk Production,DairyCattleAndMilkProduction
11213,Dual-Purpose Cattle Ranching and Farming,DualpurposeCattleRanchingAndFarming
11221,Hog and Pig Farming,HogAndPigFarming
11231,Chicken Egg Production,ChickenEggProduction
11232,Broilers and Other Meat Type Chicken Production,BroilersAndOtherMeatTypeChickenProduction
11233,Turkey Production,TurkeyProduction
11234,Poultry Hatcheries,PoultryHatcheries
11239,Other Poultry Production,OtherPoultryProduction
11241,Sheep Farming,SheepFarming
11242,Goat Farming,GoatFarming
11251,Aquaculture,Aquaculture
11291,Apiculture,Apiculture
11292,Horses and Other Equine Production,HorsesAndOtherEquineProduction
11293,Fur-Bearing Animal and Rabbit Production,FurbearingAnimalAndRabbitProduction
11299,All Other Animal Production,AllOtherAnimalProduction
11311,Timber Tract Operations,TimberTractOperations
11321,Forest Nurseries and Gathering of Forest Products,ForestNurseriesAndGatheringOfForestProducts
11331,Logging,Logging
11411,Fishing,Fishing
11421,Hunting and Trapping,HuntingAndTrapping
11511,Support Activities for Crop Production,SupportActivitiesForCropProduction
11521,Support Activities for Animal Production,SupportActivitiesForAnimalProduction
11531,Support Activities for Forestry,SupportActivitiesForForestry
21112,Crude Petroleum Extraction,CrudePetroleumExtraction
21113,Natural Gas Extraction,NaturalGasExtraction
21211,Coal Mining,CoalMining
21221,Iron Ore Mining,IronOreMining
21222,Gold Ore and Silver Ore Mining,GoldOreAndSilverOreMining
21223,"Copper, Nickel, Lead, and Zinc Mining",CopperNickelLeadAndZincMining
21229,Other Metal Ore Mining,OtherMetalOreMining
21231,Stone Mining and Quarrying,StoneMiningAndQuarrying
21232,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",SandGravelClayAndCeramicAndRefractoryMineralsMiningAndQuarrying
21239,Other Nonmetallic Mineral Mining and Quarrying,OtherNonmetallicMineralMiningAndQuarrying
21311,Support Activities for Mining,SupportActivitiesForMining
22111,Electric Power Generation ,ElectricPowerGeneration
22112,"Electric Power Transmission, Control, and Distribution ",ElectricPowerTransmissionControlAndDistribution
22121,Natural Gas Distribution ,NaturalGasDistribution
22131,Water Supply and Irrigation Systems ,WaterSupplyAndIrrigationSystems
22132,Sewage Treatment Facilities ,SewageTreatmentFacilities
22133,Steam and Air-Conditioning Supply ,SteamAndAirconditioningSupply
23611,Residential Building Construction,ResidentialBuildingConstruction
23621,Industrial Building Construction,IndustrialBuildingConstruction
23622,Commercial and Institutional Building Construction,CommercialAndInstitutionalBuildingConstruction
23711,Water and Sewer Line and Related Structures Construction,WaterAndSewerLineAndRelatedStructuresConstruction
23712,Oil and Gas Pipeline and Related Structures Construction,OilAndGasPipelineAndRelatedStructuresConstruction
23713,Power and Communication Line and Related Structures Construction,PowerAndCommunicationLineAndRelatedStructuresConstruction
23721,Land Subdivision,LandSubdivision
23731,"Highway, Street, and Bridge Construction",HighwayStreetAndBridgeConstruction
23799,Other Heavy and Civil Engineering Construction,OtherHeavyAndCivilEngineeringConstruction
23811,Poured Concrete Foundation and Structure Contractors ,PouredConcreteFoundationAndStructureContractors
23812,Structural Steel and Precast Concrete Contractors ,StructuralSteelAndPrecastConcreteContractors
23813,Framing Contractors ,FramingContractors
23814,Masonry Contractors ,MasonryContractors
23815,Glass and Glazing Contractors ,GlassAndGlazingContractors
23816,Roofing Contractors ,RoofingContractors
23817,Siding Contractors ,SidingContractors
23819,"Other Foundation, Structure, and Building Exterior Contractors ",OtherFoundationStructureAndBuildingExteriorContractors
23821,Electrical Contractors and Other Wiring Installation Contractors,ElectricalContractorsAndOtherWiringInstallationContractors
23822,"Plumbing, Heating, and Air-Conditioning Contractors",PlumbingHeatingAndAirconditioningContractors
23829,Other Building Equipment Contractors,OtherBuildingEquipmentContractors
23831,Drywall and Insulation Contractors,DrywallAndInsulationContractors
23832,Painting and Wall Covering Contractors,PaintingAndWallCoveringContractors
23833,Flooring Contractors,FlooringContractors
23834,Tile and Terrazzo Contractors,TileAndTerrazzoContractors
23835,Finish Carpentry Contractors,FinishCarpentryContractors
23839,Other Building Finishing Contractors,OtherBuildingFinishingContractors
23891,Site Preparation Contractors,SitePreparationContractors
23899,All Other Specialty Trade Contractors,AllOtherSpecialtyTradeContractors
31111,Animal Food Manufacturing,AnimalFoodManufacturing
31121,Flour Milling and Malt Manufacturing,FlourMillingAndMaltManufacturing
31122,Starch and Vegetable Fats and Oils Manufacturing,StarchAndVegetableFatsAndOilsManufacturing
31123,Breakfast Cereal Manufacturing,BreakfastCerealManufacturing
31131,Sugar Manufacturing,SugarManufacturing
31134,Nonchocolate Confectionery Manufacturing,NonchocolateConfectioneryManufacturing
31135,Chocolate and Confectionery Manufacturing,ChocolateAndConfectioneryManufacturing
31141,Frozen Food Manufacturing,FrozenFoodManufacturing
31142,"Fruit and Vegetable Canning, Pickling, and Drying",FruitAndVegetableCanningPicklingAndDrying
31151,Dairy Product (except Frozen) Manufacturing,DairyProductExceptFrozenManufacturing
31152,Ice Cream and Frozen Dessert Manufacturing,IceCreamAndFrozenDessertManufacturing
31161,Animal Slaughtering and Processing,AnimalSlaughteringAndProcessing
31171,Seafood Product Preparation and Packaging,SeafoodProductPreparationAndPackaging
31181,Bread and Bakery Product Manufacturing,BreadAndBakeryProductManufacturing
31182,"Cookie, Cracker, and Pasta Manufacturing",CookieCrackerAndPastaManufacturing
31183,Tortilla Manufacturing,TortillaManufacturing
31191,Snack Food Manufacturing,SnackFoodManufacturing
31192,Coffee and Tea Manufacturing,CoffeeAndTeaManufacturing
31193,Flavoring Syrup and Concentrate Manufacturing,FlavoringSyrupAndConcentrateManufacturing
31194,Seasoning and Dressing Manufacturing,SeasoningAndDressingManufacturing
31199,All Other Food Manufacturing,AllOtherFoodManufacturing
31211,Soft Drink and Ice Manufacturing,SoftDrinkAndIceManufacturing
31212,Breweries,Breweries
31213,Wineries,Wineries
31214,Distilleries,Distilleries
31223,Tobacco Manufacturing,TobaccoManufacturing
31311,"Fiber, Yarn, and Thread Mills",FiberYarnAndThreadMills
31321,Broadwoven Fabric Mills,BroadwovenFabricMills
31322,Narrow Fabric Mills and Schiffli Machine Embroidery,NarrowFabricMillsAndSchiffliMachineEmbroidery
31323,Nonwoven Fabric Mills,NonwovenFabricMills
31324,Knit Fabric Mills,KnitFabricMills
31331,Textile and Fabric Finishing Mills,TextileAndFabricFinishingMills
31332,Fabric Coating Mills,FabricCoatingMills
31411,Carpet and Rug Mills,CarpetAndRugMills
31412,Curtain and Linen Mills,CurtainAndLinenMills
31491,Textile Bag and Canvas Mills,TextileBagAndCanvasMills
31499,All Other Textile Product Mills,AllOtherTextileProductMills
31512,Apparel Knitting Mills,ApparelKnittingMills
31521,Cut and Sew Apparel Contractors ,CutAndSewApparelContractors
31525,Cut and Sew Apparel Manufacturing (except Contractors) ,CutAndSewApparelManufacturingExceptContractors
31599,Apparel Accessories and Other Apparel Manufacturing,ApparelAccessoriesAndOtherApparelManufacturing
31611,Leather and Hide Tanning and Finishing,LeatherAndHideTanningAndFinishing
31621,Footwear Manufacturing,FootwearManufacturing
31699,Other Leather and Allied Product Manufacturing,OtherLeatherAndAlliedProductManufacturing
32111,Sawmills and Wood Preservation,SawmillsAndWoodPreservation
32121,"Veneer, Plywood, and Engineered Wood Product Manufacturing",VeneerPlywoodAndEngineeredWoodProductManufacturing
32191,Millwork,Millwork
32192,Wood Container and Pallet Manufacturing,WoodContainerAndPalletManufacturing
32199,All Other Wood Product Manufacturing,AllOtherWoodProductManufacturing
32211,Pulp Mills,PulpMills
32212,Paper Mills,PaperMills
32213,Paperboard Mills,PaperboardMills
32221,Paperboard Container Manufacturing,PaperboardContainerManufacturing
32222,Paper Bag and Coated and Treated Paper Manufacturing,PaperBagAndCoatedAndTreatedPaperManufacturing
32223,Stationery Product Manufacturing,StationeryProductManufacturing
32229,Other Converted Paper Product Manufacturing,OtherConvertedPaperProductManufacturing
32311,Printing,Printing
32312,Support Activities for Printing,SupportActivitiesForPrinting
32411,Petroleum Refineries,PetroleumRefineries
32412,"Asphalt Paving, Roofing, and Saturated Materials Manufacturing",AsphaltPavingRoofingAndSaturatedMaterialsManufacturing
32419,Other Petroleum and Coal Products Manufacturing,OtherPetroleumAndCoalProductsManufacturing
32511,Petrochemical Manufacturing,PetrochemicalManufacturing
32512,Industrial Gas Manufacturing,IndustrialGasManufacturing
32513,Synthetic Dye and Pigment Manufacturing,SyntheticDyeAndPigmentManufacturing
32518,Other Basic Inorganic Chemical Manufacturing,OtherBasicInorganicChemicalManufacturing
32519,Other Basic Organic Chemical Manufacturing,OtherBasicOrganicChemicalManufacturing
32521,Resin and Synthetic Rubber Manufacturing,ResinAndSyntheticRubberManufacturing
32522,Artificial and Synthetic Fibers and Filaments Manufacturing,ArtificialAndSyntheticFibersAndFilamentsManufacturing
32531,Fertilizer and Compost Manufacturing,FertilizerAndCompostManufacturing
32532,Pesticide and Other Agricultural Chemical Manufacturing,PesticideAndOtherAgriculturalChemicalManufacturing
32541,Pharmaceutical and Medicine Manufacturing,PharmaceuticalAndMedicineManufacturing
32551,Paint and Coating Manufacturing,PaintAndCoatingManufacturing
32552,Adhesive Manufacturing,AdhesiveManufacturing
32561,Soap and Cleaning Compound Manufacturing,SoapAndCleaningCompoundManufacturing
32562,Toilet Preparation Manufacturing,ToiletPreparationManufacturing
32591,Printing Ink Manufacturing,PrintingInkManufacturing
32592,Explosives Manufacturing,ExplosivesManufacturing
32599,All Other Chemical Product and Preparation Manufacturing,AllOtherChemicalProductAndPreparationManufacturing
32611,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,PlasticsPackagingMaterialsAndUnlaminatedFilmAndSheetManufacturing
32612,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",PlasticsPipePipeFittingAndUnlaminatedProfileShapeManufacturing
32613,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",LaminatedPlasticsPlateSheetExceptPackagingAndShapeManufacturing
32614,Polystyrene Foam Product Manufacturing,PolystyreneFoamProductManufacturing
32615,Urethane and Other Foam Product (except Polystyrene) Manufacturing,UrethaneAndOtherFoamProductExceptPolystyreneManufacturing
32616,Plastics Bottle Manufacturing,PlasticsBottleManufacturing
32619,Other Plastics Product Manufacturing,OtherPlasticsProductManufacturing
32621,Tire Manufacturing,TireManufacturing
32622,Rubber and Plastics Hoses and Belting Manufacturing,RubberAndPlasticsHosesAndBeltingManufacturing
32629,Other Rubber Product Manufacturing,OtherRubberProductManufacturing
32711,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",PotteryCeramicsAndPlumbingFixtureManufacturing
32712,Clay Building Material and Refractories Manufacturing,ClayBuildingMaterialAndRefractoriesManufacturing
32721,Glass and Glass Product Manufacturing,GlassAndGlassProductManufacturing
32731,Cement Manufacturing,CementManufacturing
32732,Ready-Mix Concrete Manufacturing,ReadymixConcreteManufacturing
32733,"Concrete Pipe, Brick, and Block Manufacturing",ConcretePipeBrickAndBlockManufacturing
32739,Other Concrete Product Manufacturing,OtherConcreteProductManufacturing
32741,Lime Manufacturing,LimeManufacturing
32742,Gypsum Product Manufacturing,GypsumProductManufacturing
32791,Abrasive Product Manufacturing,AbrasiveProductManufacturing
32799,All Other Nonmetallic Mineral Product Manufacturing,AllOtherNonmetallicMineralProductManufacturing
33111,Iron and Steel Mills and Ferroalloy Manufacturing,IronAndSteelMillsAndFerroalloyManufacturing
33121,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,IronAndSteelPipeAndTubeManufacturingFromPurchasedSteel
33122,Rolling and Drawing of Purchased Steel,RollingAndDrawingOfPurchasedSteel
33131,Alumina and Aluminum Production and Processing,AluminaAndAluminumProductionAndProcessing
33141,Nonferrous Metal (except Aluminum) Smelting and Refining,NonferrousMetalExceptAluminumSmeltingAndRefining
33142,"Copper Rolling, Drawing, Extruding, and Alloying",CopperRollingDrawingExtrudingAndAlloying
33149,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",NonferrousMetalExceptCopperAndAluminumRollingDrawingExtrudingAndAlloying
33151,Ferrous Metal Foundries,FerrousMetalFoundries
33152,Nonferrous Metal Foundries,NonferrousMetalFoundries
33211,Forging and Stamping,ForgingAndStamping
33221,Cutlery and Handtool Manufacturing,CutleryAndHandtoolManufacturing
33231,Plate Work and Fabricated Structural Product Manufacturing,PlateWorkAndFabricatedStructuralProductManufacturing
33232,Ornamental and Architectural Metal Products Manufacturing,OrnamentalAndArchitecturalMetalProductsManufacturing
33241,Power Boiler and Heat Exchanger Manufacturing,PowerBoilerAndHeatExchangerManufacturing
33242,Metal Tank (Heavy Gauge) Manufacturing,MetalTankHeavyGaugeManufacturing
33243,"Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing",MetalCanBoxAndOtherMetalContainerLightGaugeManufacturing
33251,Hardware Manufacturing,HardwareManufacturing
33261,Spring and Wire Product Manufacturing,SpringAndWireProductManufacturing
33271,Machine Shops,MachineShops
33272,"Turned Product and Screw, Nut, and Bolt Manufacturing",TurnedProductAndScrewNutAndBoltManufacturing
33281,"Coating, Engraving, Heat Treating, and Allied Activities",CoatingEngravingHeatTreatingAndAlliedActivities
33291,Metal Valve Manufacturing,MetalValveManufacturing
33299,All Other Fabricated Metal Product Manufacturing,AllOtherFabricatedMetalProductManufacturing
33311,Agricultural Implement Manufacturing,AgriculturalImplementManufacturing
33312,Construction Machinery Manufacturing,ConstructionMachineryManufacturing
33313,Mining and Oil and Gas Field Machinery Manufacturing,MiningAndOilAndGasFieldMachineryManufacturing
33324,Industrial Machinery Manufacturing,IndustrialMachineryManufacturing
33331,Commercial and Service Industry Machinery Manufacturing,CommercialAndServiceIndustryMachineryManufacturing
33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",VentilationHeatingAirconditioningAndCommercialRefrigerationEquipmentManufacturing
33351,Metalworking Machinery Manufacturing,MetalworkingMachineryManufacturing
33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing",EngineTurbineAndPowerTransmissionEquipmentManufacturing
33391,Pump and Compressor Manufacturing,PumpAndCompressorManufacturing
33392,Material Handling Equipment Manufacturing,MaterialHandlingEquipmentManufacturing
33399,All Other General Purpose Machinery Manufacturing,AllOtherGeneralPurposeMachineryManufacturing
33411,Computer and Peripheral Equipment Manufacturing,ComputerAndPeripheralEquipmentManufacturing
33421,Telephone Apparatus Manufacturing,TelephoneApparatusManufacturing
33422,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,RadioAndTelevisionBroadcastingAndWirelessCommunicationsEquipmentManufacturing
33429,Other Communications Equipment Manufacturing,OtherCommunicationsEquipmentManufacturing
33431,Audio and Video Equipment Manufacturing,AudioAndVideoEquipmentManufacturing
33441,Semiconductor and Other Electronic Component Manufacturing,SemiconductorAndOtherElectronicComponentManufacturing
33451,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",NavigationalMeasuringElectromedicalAndControlInstrumentsManufacturing
33461,Manufacturing and Reproducing Magnetic and Optical Media,ManufacturingAndReproducingMagneticAndOpticalMedia
33513,Electric Lighting Equipment Manufacturing,ElectricLightingEquipmentManufacturing
33521,Small Electrical Appliance Manufacturing,SmallElectricalApplianceManufacturing
33522,Major Household Appliance Manufacturing ,MajorHouseholdApplianceManufacturing
33531,Electrical Equipment Manufacturing,ElectricalEquipmentManufacturing
33591,Battery Manufacturing,BatteryManufacturing
33592,Communication and Energy Wire and Cable Manufacturing,CommunicationAndEnergyWireAndCableManufacturing
33593,Wiring Device Manufacturing,WiringDeviceManufacturing
33599,All Other Electrical Equipment and Component Manufacturing,AllOtherElectricalEquipmentAndComponentManufacturing
33611,Automobile and Light Duty Motor Vehicle Manufacturing,AutomobileAndLightDutyMotorVehicleManufacturing
33612,Heavy Duty Truck Manufacturing,HeavyDutyTruckManufacturing
33621,Motor Vehicle Body and Trailer Manufacturing,MotorVehicleBodyAndTrailerManufacturing
33631,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,MotorVehicleGasolineEngineAndEnginePartsManufacturing
33632,Motor Vehicle Electrical and Electronic Equipment Manufacturing,MotorVehicleElectricalAndElectronicEquipmentManufacturing
33633,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,MotorVehicleSteeringAndSuspensionComponentsExceptSpringManufacturing
33634,Motor Vehicle Brake System Manufacturing,MotorVehicleBrakeSystemManufacturing
33635,Motor Vehicle Transmission and Power Train Parts Manufacturing,MotorVehicleTransmissionAndPowerTrainPartsManufacturing
33636,Motor Vehicle Seating and Interior Trim Manufacturing,MotorVehicleSeatingAndInteriorTrimManufacturing
33637,Motor Vehicle Metal Stamping,MotorVehicleMetalStamping
33639,Other Motor Vehicle Parts Manufacturing,OtherMotorVehiclePartsManufacturing
33641,Aerospace Product and Parts Manufacturing,AerospaceProductAndPartsManufacturing
33651,Railroad Rolling Stock Manufacturing,RailroadRollingStockManufacturing
33661,Ship and Boat Building,ShipAndBoatBuilding
33699,Other Transportation Equipment Manufacturing,OtherTransportationEquipmentManufacturing
33711,Wood Kitchen Cabinet and Countertop Manufacturing,WoodKitchenCabinetAndCountertopManufacturing
33712,Household and Institutional Furniture Manufacturing,HouseholdAndInstitutionalFurnitureManufacturing
33721,Office Furniture (including Fixtures) Manufacturing,OfficeFurnitureIncludingFixturesManufacturing
33791,Mattress Manufacturing,MattressManufacturing
33792,Blind and Shade Manufacturing,BlindAndShadeManufacturing
33911,Medical Equipment and Supplies Manufacturing,MedicalEquipmentAndSuppliesManufacturing
33991,Jewelry and Silverware Manufacturing,JewelryAndSilverwareManufacturing
33992,Sporting and Athletic Goods Manufacturing,SportingAndAthleticGoodsManufacturing
33993,"Doll, Toy, and Game Manufacturing",DollToyAndGameManufacturing
33994,Office Supplies (except Paper) Manufacturing,OfficeSuppliesExceptPaperManufacturing
33995,Sign Manufacturing,SignManufacturing
33999,All Other Miscellaneous Manufacturing,AllOtherMiscellaneousManufacturing
42311,Automobile and Other Motor Vehicle Merchant Wholesalers,AutomobileAndOtherMotorVehicleMerchantWholesalers
42312,Motor Vehicle Supplies and New Parts Merchant Wholesalers,MotorVehicleSuppliesAndNewPartsMerchantWholesalers
42313,Tire and Tube Merchant Wholesalers,TireAndTubeMerchantWholesalers
42314,Motor Vehicle Parts (Used) Merchant Wholesalers,MotorVehiclePartsUsedMerchantWholesalers
42321,Furniture Merchant Wholesalers,FurnitureMerchantWholesalers
42322,Home Furnishing Merchant Wholesalers,HomeFurnishingMerchantWholesalers
42331,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",LumberPlywoodMillworkAndWoodPanelMerchantWholesalers
42332,"Brick, Stone, and Related Construction Material Merchant Wholesalers",BrickStoneAndRelatedConstructionMaterialMerchantWholesalers
42333,"Roofing, Siding, and Insulation Material Merchant Wholesalers",RoofingSidingAndInsulationMaterialMerchantWholesalers
42339,Other Construction Material Merchant Wholesalers,OtherConstructionMaterialMerchantWholesalers
42341,Photographic Equipment and Supplies Merchant Wholesalers,PhotographicEquipmentAndSuppliesMerchantWholesalers
42342,Office Equipment Merchant Wholesalers,OfficeEquipmentMerchantWholesalers
42343,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,ComputerAndComputerPeripheralEquipmentAndSoftwareMerchantWholesalers
42344,Other Commercial Equipment Merchant Wholesalers,OtherCommercialEquipmentMerchantWholesalers
42345,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",MedicalDentalAndHospitalEquipmentAndSuppliesMerchantWholesalers
42346,Ophthalmic Goods Merchant Wholesalers,OphthalmicGoodsMerchantWholesalers
42349,Other Professional Equipment and Supplies Merchant Wholesalers,OtherProfessionalEquipmentAndSuppliesMerchantWholesalers
42351,Metal Service Centers and Other Metal Merchant Wholesalers,MetalServiceCentersAndOtherMetalMerchantWholesalers
42352,Coal and Other Mineral and Ore Merchant Wholesalers,CoalAndOtherMineralAndOreMerchantWholesalers
42361,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",ElectricalApparatusAndEquipmentWiringSuppliesAndRelatedEquipmentMerchantWholesalers
42362,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",HouseholdAppliancesElectricHousewaresAndConsumerElectronicsMerchantWholesalers
42369,Other Electronic Parts and Equipment Merchant Wholesalers,OtherElectronicPartsAndEquipmentMerchantWholesalers
42371,Hardware Merchant Wholesalers,HardwareMerchantWholesalers
42372,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,PlumbingAndHeatingEquipmentAndSuppliesHydronicsMerchantWholesalers
42373,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,WarmAirHeatingAndAirconditioningEquipmentAndSuppliesMerchantWholesalers
42374,Refrigeration Equipment and Supplies Merchant Wholesalers,RefrigerationEquipmentAndSuppliesMerchantWholesalers
42381,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,ConstructionAndMiningExceptOilWellMachineryAndEquipmentMerchantWholesalers
42382,Farm and Garden Machinery and Equipment Merchant Wholesalers,FarmAndGardenMachineryAndEquipmentMerchantWholesalers
42383,Industrial Machinery and Equipment Merchant Wholesalers,IndustrialMachineryAndEquipmentMerchantWholesalers
42384,Industrial Supplies Merchant Wholesalers,IndustrialSuppliesMerchantWholesalers
42385,Service Establishment Equipment and Supplies Merchant Wholesalers,ServiceEstablishmentEquipmentAndSuppliesMerchantWholesalers
42386,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,TransportationEquipmentAndSuppliesExceptMotorVehicleMerchantWholesalers
42391,Sporting and Recreational Goods and Supplies Merchant Wholesalers,SportingAndRecreationalGoodsAndSuppliesMerchantWholesalers
42392,Toy and Hobby Goods and Supplies Merchant Wholesalers,ToyAndHobbyGoodsAndSuppliesMerchantWholesalers
42393,Recyclable Material Merchant Wholesalers,RecyclableMaterialMerchantWholesalers
42394,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",JewelryWatchPreciousStoneAndPreciousMetalMerchantWholesalers
42399,Other Miscellaneous Durable Goods Merchant Wholesalers,OtherMiscellaneousDurableGoodsMerchantWholesalers
42411,Printing and Writing Paper Merchant Wholesalers,PrintingAndWritingPaperMerchantWholesalers
42412,Stationery and Office Supplies Merchant Wholesalers,StationeryAndOfficeSuppliesMerchantWholesalers
42413,Industrial and Personal Service Paper Merchant Wholesalers,IndustrialAndPersonalServicePaperMerchantWholesalers
42421,Drugs and Druggists' Sundries Merchant Wholesalers,DrugsAndDruggistsSundriesMerchantWholesalers
42431,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",PieceGoodsNotionsAndOtherDryGoodsMerchantWholesalers
42434,Footwear Merchant Wholesalers,FootwearMerchantWholesalers
42435,Clothing and Clothing Accessories Merchant Wholesalers,ClothingAndClothingAccessoriesMerchantWholesalers
42441,General Line Grocery Merchant Wholesalers,GeneralLineGroceryMerchantWholesalers
42442,Packaged Frozen Food Merchant Wholesalers,PackagedFrozenFoodMerchantWholesalers
42443,Dairy Product (except Dried or Canned) Merchant Wholesalers,DairyProductExceptDriedOrCannedMerchantWholesalers
42444,Poultry and Poultry Product Merchant Wholesalers,PoultryAndPoultryProductMerchantWholesalers
42445,Confectionery Merchant Wholesalers,ConfectioneryMerchantWholesalers
42446,Fish and Seafood Merchant Wholesalers,FishAndSeafoodMerchantWholesalers
42447,Meat and Meat Product Merchant Wholesalers,MeatAndMeatProductMerchantWholesalers
42448,Fresh Fruit and Vegetable Merchant Wholesalers,FreshFruitAndVegetableMerchantWholesalers
42449,Other Grocery and Related Products Merchant Wholesalers,OtherGroceryAndRelatedProductsMerchantWholesalers
42451,Grain and Field Bean Merchant Wholesalers,GrainAndFieldBeanMerchantWholesalers
42452,Livestock Merchant Wholesalers,LivestockMerchantWholesalers
42459,Other Farm Product Raw Material Merchant Wholesalers,OtherFarmProductRawMaterialMerchantWholesalers
42461,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,PlasticsMaterialsAndBasicFormsAndShapesMerchantWholesalers
42469,Other Chemical and Allied Products Merchant Wholesalers,OtherChemicalAndAlliedProductsMerchantWholesalers
42471,Petroleum Bulk Stations and Terminals,PetroleumBulkStationsAndTerminals
42472,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),PetroleumAndPetroleumProductsMerchantWholesalersExceptBulkStationsAndTerminals
